invoice_id,age,annual_income,days_past_due,outstanding_amount,true_pd,true_lgd,default_flag
INV_00909,56.6,111406.7,16,10934.69,0.08645990771268293,0.5988189004361683,0
INV_00910,31.9,39597.54,26,6167.81,0.16425679237770327,0.839667388139253,0
INV_00911,37.2,56021.24,10,6904.43,0.11137588785000359,0.6967138730349502,0
INV_00912,37.5,37414.18,3,2870.42,0.11054682707362509,0.6428457507458417,0
INV_00913,50.8,50876.43,22,5355.33,0.14285736453473638,0.8005983478511683,0
INV_00914,34.0,26023.33,23,2698.31,0.1694422028410433,0.9183234745110467,0
INV_00915,37.8,29489.67,7,2806.67,0.12512099455116546,0.6062692129138838,0
INV_00916,41.1,142581.47,1,13255.37,0.052418246624786634,0.7274807335984131,0
INV_00917,36.9,53766.41,22,5822.54,0.14029172422634406,0.7191446570752429,1
INV_00918,30.5,44766.52,25,5322.72,0.15639906465693382,0.5977576175320845,0
INV_00919,36.9,32179.64,1,2384.07,0.11025234655612011,0.8146509121422649,0
INV_00920,45.7,34212.89,24,5376.83,0.16399587206312238,0.6023740082134136,0
INV_00921,24.7,133399.22,56,14861.93,0.15530812296388538,0.717118620601664,0
INV_00922,36.3,55386.43,4,6086.81,0.10012490597900794,0.48099148700776095,0
INV_00923,28.0,91157.33,15,7884.01,0.09705865861468,0.8270561322584863,0
INV_00924,47.0,40643.16,24,4465.72,0.15765695917987008,0.7913134200496696,0
INV_00925,19.8,122690.24,6,12551.0,0.06621996175280231,0.48927562973442046,0
INV_00926,29.4,41956.44,28,4708.8,0.16757875568510477,0.872100779022229,0
INV_00927,38.8,33413.94,41,4931.86,0.21883977205805755,0.6978391951145952,0
INV_00928,50.7,65676.29,34,6391.66,0.16077825086833195,0.7079326197957004,0
INV_00929,34.3,28100.98,6,4857.92,0.1239789348878491,0.8888228256874862,0
INV_00930,29.4,26208.22,33,3027.33,0.20024710548945196,0.7685055205875777,0
INV_00931,53.8,111498.31,11,10859.37,0.07860826452201879,0.7665877580605593,0
INV_00932,20.5,37331.29,7,6132.51,0.11898388554179931,0.8469676757811806,0
INV_00933,18.0,72123.79,4,8042.27,0.08963457374273814,0.6814629908395032,0
INV_00934,39.4,136344.16,48,13179.68,0.1323863111563996,0.70473786352048,0
INV_00935,30.0,54484.07,12,5532.62,0.11667537720867989,0.7093791508970254,0
INV_00936,24.8,70852.18,41,7720.45,0.17567499787062898,0.8982114887682043,1
INV_00937,42.1,26123.33,4,2461.47,0.12109849033064948,0.4652964862878335,1
INV_00938,37.4,35907.45,30,3724.65,0.17983587904666623,0.8448364810484253,0
INV_00939,29.4,121689.29,3,11351.73,0.06292601318728297,0.2574310802631947,0
INV_00940,22.2,44893.85,1,2804.19,0.10146568527863306,0.4835769690106774,0
INV_00941,43.7,29768.43,107,3083.26,0.5287220844674259,0.7607877976424334,0
INV_00942,41.5,68952.61,2,7035.29,0.0881708385147181,0.806893256022243,0
INV_00943,34.0,102038.97,13,10731.02,0.08698074002796218,0.6146059709349369,0
INV_00944,53.5,42015.34,43,3625.34,0.21517026590123073,0.5098590687570438,0
INV_00945,24.3,69043.48,35,5563.79,0.16024209677306672,0.6374889264906025,0
INV_00946,19.7,83827.03,13,7417.38,0.09814295478592903,0.3552688473896063,0
INV_00947,28.1,48603.47,19,5915.98,0.13740539358120077,0.6581420153287469,0
INV_00948,34.5,45303.04,20,3863.69,0.14279332460172411,0.8636036887789971,0
INV_00949,37.4,133458.54,3,12903.77,0.05804287990947963,0.8650453935591192,1
INV_00950,32.6,30646.93,7,2752.28,0.1241985167041948,0.6575351409277532,0
INV_00951,38.5,56936.44,8,5074.37,0.10672050735399617,0.8822025156856995,0
INV_00952,22.5,50606.78,10,4367.47,0.11535108268436409,0.9321628400141009,0
INV_00953,49.4,50425.32,7,4171.41,0.10931661961728181,0.7016937902841698,1
INV_00954,34.2,81339.27,6,9534.58,0.08752888871877214,0.9677227747280378,0
INV_00955,46.2,71659.24,9,7846.03,0.0987119723816842,0.49455787882185687,0
INV_00956,38.4,61688.64,10,7416.69,0.10734385065096784,0.9471858721282492,0
INV_00957,39.6,26255.2,14,4074.86,0.14469297286457092,0.7362283439641026,0
INV_00958,40.7,34681.46,4,1118.27,0.11460054365267619,0.7251831662981651,0
INV_00959,39.5,47020.75,32,5045.53,0.17401917104777737,0.29273388241878395,0
INV_00960,41.4,55847.64,40,4998.59,0.18893600597876054,0.8755462792003922,0
INV_00961,48.3,120835.0,6,13200.31,0.06706292865587532,0.7485919391029826,0
INV_00962,37.0,55125.62,3,4771.09,0.09845140933930764,0.7249335182647848,0
INV_00963,42.1,79228.58,26,6868.71,0.12826381202550483,0.5218720821098989,0
INV_00964,34.1,51557.25,52,3721.68,0.23538060295234034,0.34109195856216873,0
INV_00965,49.4,75790.82,1,7276.41,0.08265953623645371,0.6252899540048188,0
INV_00966,28.2,53523.49,1,6267.29,0.09586096880100166,0.7784499070297775,0
INV_00967,53.0,32462.96,5,3502.46,0.11839041715971743,0.9828294888366325,0
INV_00968,34.6,70631.46,24,5860.5,0.1306944775085528,0.6462156160048739,0
INV_00969,20.7,66906.53,67,8843.31,0.2726887449549262,0.7986309587344465,0
INV_00970,36.3,28354.28,28,3484.97,0.181901030785782,0.7670319358194265,0
INV_00971,28.2,51557.67,18,5933.18,0.13247982968641975,0.5908062524266515,0
INV_00972,43.4,51313.85,25,6416.41,0.1501918235143434,0.8231827002417312,0
INV_00973,28.5,39904.23,6,2350.21,0.1149138859884186,0.9597689362284891,0
INV_00974,30.5,31759.25,24,2264.49,0.1664680923193793,0.5328883441006711,1
INV_00975,18.0,59679.33,8,6790.94,0.10482535247177961,0.6082138431317745,0
INV_00976,30.5,114261.48,6,10615.41,0.07013050805560231,0.9766416911414535,0
INV_00977,18.0,74131.87,6,7138.17,0.09182629481206085,0.8420179479651597,1
INV_00978,19.2,27182.98,23,2640.56,0.16825336468320543,0.8179045988409567,0
INV_00979,42.6,109258.11,30,9648.41,0.11372026051701116,0.7739978931755201,0
INV_00980,42.9,100487.16,18,9687.9,0.09650799897187162,0.7808849999168372,0
INV_00981,39.3,41021.78,2,5016.68,0.10601201564347434,0.9721318946076978,0
INV_00982,25.3,27753.79,1,3504.83,0.11346411229207733,0.7717671512747659,0
INV_00983,34.5,41765.23,5,5289.54,0.11147967965908523,0.8501088403044494,0
INV_00984,35.0,43143.0,7,5324.18,0.11460496113805091,0.6766642610395532,0
INV_00985,23.4,28447.57,11,3250.63,0.13531995670783933,0.6680015565184141,1
INV_00986,50.0,59199.4,2,6246.62,0.09406951303032042,0.8161257583371974,0
INV_00987,43.8,36492.57,26,3902.59,0.1673942567464989,0.7017370045747596,0
INV_00988,32.8,30339.95,25,2406.95,0.17081224126777056,0.7492035217245139,0
INV_00989,35.3,46520.88,9,3622.14,0.11629622375714399,0.4577323649761481,0
INV_00990,37.1,112411.1,17,10551.51,0.08751471264976973,0.8543419096987651,0
INV_00991,18.0,81992.61,3,7873.23,0.08235164243393442,0.7477738140384927,0
INV_00992,32.5,65420.52,11,5886.23,0.10670896643168579,0.6621278449028324,1
INV_00993,28.2,41126.56,39,4526.49,0.2026168225642743,0.5555913002635547,1
INV_00994,25.0,28526.35,22,3054.53,0.1640374716724341,0.5979831523141484,0
INV_00995,32.2,31994.69,3,3508.79,0.11449997106925021,0.8742369085531001,0
INV_00996,53.0,79377.54,38,8289.16,0.15841575701286517,0.6831449090281855,0
INV_00997,41.4,36359.4,23,4831.6,0.15907973649977059,0.43951129189729,0
INV_00998,29.3,56611.62,13,5652.59,0.1171996094202434,0.4782593385244092,0
INV_00999,40.7,65815.73,24,7589.94,0.13474349918833534,0.5462118695819819,0
INV_01000,49.0,26704.88,4,3187.07,0.12064705507426973,0.8856895452320667,0
INV_01001,44.2,52760.64,16,6405.7,0.1268354719486653,0.7070210165003925,0
INV_01002,35.6,63014.01,20,7916.03,0.12767651307600597,0.48496423596973054,0
INV_01003,28.5,128978.15,53,13474.46,0.15146967251545654,0.6171872760485573,0
INV_01004,42.0,56105.35,2,5714.3,0.09601343579705052,0.6935675522847914,0
INV_01005,38.9,77352.77,10,7832.58,0.09686168883863545,0.5236352766187049,1
INV_01006,44.0,41505.54,56,3680.39,0.2645851255618503,0.44734584589173854,0
INV_01007,41.4,87750.61,5,8271.29,0.08228928390256474,0.8645013623189514,0
INV_01008,45.5,29660.31,34,3868.15,0.19951156747666093,0.7473396777325555,0
INV_01009,29.6,66953.25,1,5731.65,0.0876885976917635,0.6447372069571519,0
INV_01010,48.2,57421.51,1,7356.92,0.09342120886659619,0.6159249333946663,0
INV_01011,37.0,96344.36,8,9482.71,0.0822196670868408,0.4724742228912191,0
INV_01012,55.8,65949.55,30,9457.03,0.14970466489040288,0.84328817823299,0
INV_01013,28.1,47573.74,3,4064.26,0.10345759013862305,0.6402870701507081,0
INV_01014,52.4,87543.05,10,9004.49,0.09054222499223007,0.8845129463535553,0
INV_01015,37.0,65439.36,3,6192.09,0.09196345549780437,0.5282213643990394,0
INV_01016,28.5,33390.22,6,2545.94,0.119843115254192,0.5352055844533528,0
INV_01017,30.2,49067.45,14,5970.55,0.125264796240814,0.6804623140833046,0
INV_01018,31.8,31853.75,8,2079.82,0.12548803839238334,0.3380325648447825,0
INV_01019,39.2,62810.77,5,5605.0,0.09713649651791618,0.6083519091781328,0
INV_01020,40.2,66427.77,11,7229.1,0.10600960960802455,0.43437644860545194,0
INV_01021,29.3,118015.94,25,12546.56,0.0979369650408052,0.6685944932988578,0
INV_01022,34.8,48571.11,3,3465.23,0.10278374273372677,0.8800108677643934,0
INV_01023,56.4,44951.38,14,5076.81,0.1285967600927807,0.5994157469249708,0
INV_01024,52.3,27425.47,7,2871.45,0.12678099462655096,0.5568688136665274,1
INV_01025,39.4,48552.6,10,3937.54,0.11689122454578432,0.8161108656506739,0
INV_01026,35.4,46055.38,35,3816.66,0.18414722798366265,0.5788532487146794,0
INV_01027,36.2,55531.94,54,3519.74,0.2375837210776569,0.4951277154602484,0
INV_01028,41.1,45445.19,6,6261.96,0.11086074933275303,0.6522486015380529,0
INV_01029,24.8,45485.77,20,5564.0,0.14263001154616223,0.5914397272265077,0
INV_01030,32.4,55451.63,23,4256.02,0.141296738202557,0.8021252026778523,0
INV_01031,18.3,50314.37,37,5830.34,0.18567323625896176,0.7975526090660955,0
INV_01032,39.0,45090.89,46,3935.07,0.2218964952548874,0.716092252553155,0
INV_01033,41.5,44877.29,13,5402.54,0.12636362712134697,0.8510362254196369,0
INV_01034,30.2,138089.76,81,13312.9,0.22928344282166957,0.6907787515877549,1
INV_01035,50.7,44296.02,71,4066.25,0.32445387790288016,0.8468412187198123,1
INV_01036,22.7,47350.02,15,4446.65,0.1289441353572433,0.6874634136443359,0
INV_01037,20.4,25804.92,16,1923.14,0.1502910699903348,0.7189196088900244,0
INV_01038,37.2,87924.65,23,10191.74,0.11488574066352346,0.8553322377582937,1
INV_01039,45.5,22367.44,10,3135.27,0.13812867263712053,0.7320927048027475,0
INV_01040,51.8,33934.7,22,3503.42,0.15869138499309324,0.58425505287491,0
INV_01041,30.4,69419.68,15,7966.54,0.11189320023894134,0.6957074092809362,0
INV_01042,45.8,25055.34,1,878.46,0.11546214011725625,0.8661823255497071,0
INV_01043,34.6,38509.13,39,2622.45,0.2057235584110086,0.6845471184126308,0
INV_01044,33.3,51978.18,57,5672.37,0.2538550336889523,0.7552045762024663,0
INV_01045,43.8,49967.97,1,5732.33,0.09813586582210901,0.4286301211412878,0
INV_01046,41.5,38025.28,32,4081.94,0.18366766015785366,0.6915617192188915,0
INV_01047,19.2,77573.25,10,5874.63,0.09672088125158683,0.8265578212306601,0
INV_01048,49.8,80105.94,18,6948.26,0.11029265213255075,0.755161271084822,0
INV_01049,48.8,70472.12,14,7463.8,0.10911102746246919,0.7073967511975011,0
INV_01050,28.7,42069.89,17,6633.46,0.13817656817999527,0.6406547959809821,1
INV_01051,39.0,56912.68,14,6909.18,0.11911881953725025,0.6304043630984016,0
INV_01052,39.9,39902.62,39,5567.57,0.20406519120714625,0.7730434958607609,1
INV_01053,37.6,164351.03,24,16774.83,0.07047212054960325,0.5047473981510913,0
INV_01054,29.5,61732.05,11,6505.7,0.10930472736872028,0.9279751286278993,1
INV_01055,28.3,42179.97,24,3184.51,0.15617179116404145,0.6807224362415217,0
INV_01056,34.7,147077.19,68,15659.54,0.17565654465480668,0.6125395247440333,1
INV_01057,46.7,44538.57,2,4380.68,0.10360177383498405,0.806757566544991,0
INV_01058,40.4,60542.09,10,6746.94,0.10814905481696378,0.9379761488732425,0
INV_01059,31.3,78239.95,41,7854.68,0.1679959679088205,0.5146421309721801,0
INV_01060,42.7,40640.02,27,4343.12,0.16604961834142815,0.5761078528534596,0
INV_01061,18.0,39368.87,55,3849.16,0.26361142770870055,0.7001600351277409,0
INV_01062,46.5,85765.89,1,8801.21,0.07729951010352341,0.5202446166103484,0
INV_01063,18.0,78199.77,40,8820.05,0.16517420685161333,0.8657768306341205,0
INV_01064,31.4,78072.72,32,6541.04,0.14378003558710042,0.39999654445557353,0
INV_01065,23.8,66663.28,34,5173.41,0.15980779235151454,0.7804055416057984,0
INV_01066,22.1,137288.56,19,14154.72,0.07692643352354989,0.6197811139050828,0
INV_01067,46.6,54479.94,2,6888.57,0.09704896773458038,0.9841978641473869,0
INV_01068,30.3,36247.87,16,5317.53,0.14080663735578658,0.7698527409025133,0
INV_01069,38.5,30947.91,11,1870.38,0.13319697838347289,0.47958230287880615,0
INV_01070,34.5,43987.39,15,3995.87,0.1317283606277194,0.5755517384999579,0
INV_01071,39.8,20390.05,27,559.79,0.18755746523574635,0.9007829815214893,1
INV_01072,35.8,103400.28,19,9789.42,0.09645029027217954,0.764978094474837,0
INV_01073,22.2,64658.78,7,7588.73,0.09959641404948617,0.8435101925933999,0
INV_01074,45.0,36117.39,19,3598.85,0.14857802665201542,0.6716276079039213,0
INV_01075,30.1,89126.56,2,8538.78,0.07701957525467105,0.6606781092739731,0
INV_01076,19.4,30925.16,1,3637.6,0.1111545267224659,0.8782062864978256,0
INV_01077,30.7,33748.71,11,2579.82,0.13085243261737192,0.9588993054719017,0
INV_01078,50.0,55385.05,29,7131.48,0.15704734635575304,0.9790879792172031,0
INV_01079,43.5,111208.78,35,11128.16,0.12298647539979912,0.9357975918693536,0
INV_01080,31.5,64296.62,16,6027.87,0.11779232975872025,0.5325201910096458,0
INV_01081,31.5,34095.57,41,3996.41,0.21798975369820672,0.6592655288987701,0
INV_01082,31.8,36453.29,3,4584.61,0.11123891046833663,0.8894323129406764,0
INV_01083,55.8,58868.08,67,7482.78,0.2844890556649655,0.7269828074348766,0
INV_01084,38.8,28564.5,51,2646.48,0.26292333911175647,0.7782558250703377,0
INV_01085,39.3,29442.8,19,4030.34,0.1548523486905088,0.6848802709930187,0
INV_01086,45.3,46513.74,2,4752.59,0.10226944662474967,0.9179214351111776,0
INV_01087,37.4,72834.46,13,6672.07,0.10548344257678285,0.8713619180888875,1
INV_01088,32.4,75617.03,4,6784.89,0.08757396361672115,0.4571503353266376,0
INV_01089,33.0,55371.02,20,4440.12,0.13402519261679957,0.7141350185767855,0
INV_01090,34.3,81969.44,5,7455.25,0.08553531880149456,0.43122366279736646,0
INV_01091,34.6,119972.05,14,13112.91,0.07860497026478144,0.32941006015967883,0
INV_01092,42.3,41580.23,5,4864.73,0.11161360944461372,0.6225309317906021,0
INV_01093,35.5,28150.78,5,1573.87,0.1217180019344521,0.40354357744406694,0
INV_01094,42.3,43907.83,6,2644.39,0.11197259000667206,0.8032756287434236,0
INV_01095,34.2,34373.58,1,2325.07,0.10868995203080783,0.7391229409046091,0
INV_01096,35.8,66397.93,26,5863.06,0.13911392842517029,0.7168213246993834,0
INV_01097,18.0,31190.91,8,2815.82,0.1260203778367241,0.6917007747742228,0
INV_01098,44.2,50800.39,24,6252.9,0.14805160833154538,0.8164871437822652,0
INV_01099,38.5,34383.44,22,2890.63,0.1582542178732105,0.8268150741452622,0
INV_01100,45.0,45565.82,2,6237.08,0.10290694670965708,0.8841758343641195,0
INV_01101,18.0,52269.21,8,3546.72,0.11001462334196063,0.6602488598660786,0
INV_01102,55.9,71709.58,17,6822.33,0.11435202452417569,0.7263440777441883,1
INV_01103,33.6,52427.45,51,6028.29,0.23056036568739166,0.7510017166360239,0
INV_01104,46.1,39905.86,11,4837.79,0.12582141992584348,0.6376091581345222,0
INV_01105,24.6,78082.71,15,7472.56,0.10575723066165398,0.9182066553282735,0
INV_01106,41.1,53826.3,28,6384.38,0.1558290743899306,0.7000673124491181,0
INV_01107,24.5,41604.71,33,4972.67,0.18284007159190838,0.7442749733952837,0
INV_01108,28.8,72675.5,52,6585.44,0.20875529904750953,0.6104635389485604,0
INV_01109,54.1,59133.1,14,6228.24,0.11742731389123662,0.40455552402036526,0
INV_01110,33.1,69531.65,5,7656.78,0.09291503315864935,0.6468013673734399,0
INV_01111,37.2,93042.58,29,8693.72,0.12395986138053246,0.9322207399085516,0
INV_01112,43.7,31872.85,3,4881.61,0.11459024213389277,0.8573586387520076,0
INV_01113,40.0,164949.52,11,15659.59,0.054584586374789475,0.5710644701352299,0
INV_01114,36.5,65755.1,20,6719.6,0.1254629268955902,0.6455296131706403,0
INV_01115,38.6,31279.08,24,1878.13,0.16695537501535634,0.42343595601576617,0
INV_01116,59.0,99683.87,27,10071.75,0.11453765667504852,0.5456376774267451,1
INV_01117,34.4,38099.56,5,2742.88,0.11415980911259867,0.9519766948744943,0
INV_01118,37.0,121182.85,80,11824.16,0.24796893521665742,0.6191845245389144,0
INV_01119,45.5,32629.49,4,1676.35,0.11613032352111427,0.8849833934043937,0
INV_01120,46.1,50866.45,3,5886.46,0.10124771772082777,0.7394327495667179,0
INV_01121,46.9,78921.16,22,8248.4,0.11955760831017297,0.8020209524572351,0
INV_01122,41.4,73269.52,49,8414.36,0.19803208716996198,0.36670315002006243,0
INV_01123,23.6,62566.82,17,5908.88,0.12129224864057203,0.7220149906594645,0
INV_01124,51.3,87112.83,19,9845.13,0.10732868217041024,0.8361177251916388,0
INV_01125,23.5,42752.58,16,4314.54,0.13515550547262536,0.5291041230550513,1
INV_01126,38.0,89824.79,1,9095.65,0.07521103756031278,0.9126414926853271,0
INV_01127,27.5,39028.62,23,6016.92,0.15648862253374488,0.876185341440845,0
INV_01128,34.4,113800.34,9,10895.36,0.07450503553543056,0.6100352186515534,1
INV_01129,38.3,40544.48,55,5281.91,0.2619477230833521,0.6916803090173035,0
INV_01130,38.2,29470.46,5,3426.73,0.12069117623177915,0.5699040006731879,0
INV_01131,39.2,73919.8,8,6820.08,0.09545728168528449,0.4577883526816148,0
INV_01132,51.1,57687.71,15,4453.08,0.12069720102167959,0.592792682698142,1
INV_01133,39.5,63111.08,13,5278.02,0.1123758342020183,0.781904711667072,0
INV_01134,32.6,45366.63,11,5667.34,0.12149886086127804,0.7575836126238178,1
INV_01135,44.6,67858.29,8,8520.23,0.09934971308762613,0.5021864401462205,0
INV_01136,46.9,108149.3,4,10906.37,0.07035338934744044,0.7566569600436021,0
INV_01137,22.7,61515.69,35,6295.45,0.1677808877233572,0.4612396278852767,0
INV_01138,41.0,27636.47,12,3540.1,0.13845596906301033,0.8266600442787273,0
INV_01139,42.0,53051.69,18,5378.47,0.1312305328487093,0.827058713109401,1
INV_01140,32.0,66028.6,16,7702.56,0.11648389370255552,0.8282374610779805,0
INV_01141,48.8,118057.66,18,12097.39,0.08588124650211218,0.9283844539329529,0
INV_01142,33.5,75813.28,25,7716.87,0.12874878595740732,0.626656668971323,0
INV_01143,36.3,36533.3,20,2954.12,0.15081575087291782,0.6725017854640809,0
INV_01144,33.3,51861.45,7,4240.88,0.1082993240724657,0.802980939606517,0
INV_01145,35.2,78189.24,17,4659.84,0.10964501339680827,0.5885711988261448,0
INV_01146,24.0,68660.05,6,8100.12,0.09521455855179266,0.6569455791702036,0
INV_01147,20.6,70941.76,18,6947.57,0.11703522311585389,0.8745824537735087,0
INV_01148,50.9,29652.75,12,2564.88,0.1367083394751138,0.6934884943308288,0
INV_01149,26.5,73504.87,1,5398.78,0.08393462802188442,0.6816559183667114,0
INV_01150,25.1,59579.05,27,5317.79,0.14776513772556543,0.9372256758687211,0
INV_01151,18.0,75199.47,7,6748.26,0.09290098857541647,0.7782682672747985,0
INV_01152,28.6,57699.81,51,4975.21,0.2237987332520721,0.8079423748465429,1
INV_01153,21.8,49611.32,7,5293.97,0.10989693378361651,0.8302794511707768,0
INV_01154,51.4,91090.15,114,9231.26,0.45298575285002685,0.6768876283266964,0
INV_01155,45.1,66797.42,13,5318.45,0.10971764258439898,0.5427656491121307,0
INV_01156,28.1,31362.56,1,1838.41,0.11083923454257079,0.5020402590077085,0
INV_01157,57.5,56288.37,2,4329.16,0.09589745774501675,0.6542760220764029,0
INV_01158,44.8,45575.98,2,6368.12,0.1029000963962546,0.9217258988666118,0
INV_01159,31.8,42887.92,2,5781.51,0.10472695957537324,0.9118382410845302,0
INV_01160,18.0,68066.47,7,5954.35,0.09738619560246352,0.49894325012488366,0
INV_01161,57.9,57909.57,8,3814.36,0.10604471254312803,0.8506275030770888,1
INV_01162,21.1,67390.55,3,6867.1,0.09078009990492467,0.6354308190490439,0
INV_01163,18.5,84190.72,12,8466.01,0.09610202063490655,0.8138827306903262,0
INV_01164,45.2,51325.07,10,5449.42,0.11481671773597295,0.8234098355243539,0
INV_01165,59.4,82339.6,21,8975.33,0.11484121251233306,0.8762173458061259,0
INV_01166,48.8,39973.8,5,4449.08,0.11278253159889227,0.8265243738724788,0
INV_01167,40.6,93717.56,50,8255.32,0.1783751174715871,0.5726974169791809,0
INV_01168,40.9,41556.31,15,4449.67,0.13377290577729448,0.673267566061983,0
INV_01169,43.5,33005.48,20,4154.37,0.15414602686742432,0.340092057663336,0
INV_01170,42.6,63799.05,1,5655.9,0.08954950709988323,0.3820094748732253,0
INV_01171,37.8,52238.99,17,5523.86,0.12956572245872416,0.7134209175106611,0
INV_01172,36.0,55288.08,10,4976.03,0.11190705704947564,0.7020230600948886,1
INV_01173,34.4,31506.46,52,5146.82,0.2627542551791343,0.7181935005301399,1
INV_01174,27.5,32118.78,44,1885.05,0.23127539919182122,0.7850018724789469,0
INV_01175,32.2,45033.08,21,5659.26,0.1455808664541771,0.6463093065643505,1
INV_01176,18.1,74905.74,30,5819.76,0.141565877264517,0.7345875865567896,0
INV_01177,34.0,45926.35,21,6385.69,0.14477107052448954,0.7725357822503383,0
INV_01178,25.1,32353.32,1,2093.78,0.11012795110008032,0.7575677935208442,0
INV_01179,24.0,93942.17,25,9583.89,0.11460931389873052,0.9399085297979797,1
INV_01180,36.8,31917.35,4,1562.54,0.11666537081786005,0.8258092903266037,0
INV_01181,48.9,56147.81,23,4264.8,0.14068081425025256,0.5738824132741219,0
INV_01182,44.2,75151.68,1,8412.91,0.08301425860361217,0.8250603252563571,0
INV_01183,19.3,43723.36,8,5400.5,0.11627747451127364,0.8386961045976907,0
INV_01184,25.1,75056.27,15,7744.99,0.1078663693296949,0.9112224004281445,0
INV_01185,44.4,111930.84,9,11934.17,0.07545221595358713,0.5623173235680298,0
INV_01186,25.2,73525.03,24,8397.38,0.128311643386523,0.534734089998351,1
INV_01187,32.8,51411.79,15,4457.0,0.12564803713207473,0.923779063751589,0
INV_01188,40.5,55450.48,65,4146.09,0.2811885936188441,0.4645395306576454,1
INV_01189,25.3,23557.35,9,2342.03,0.13467609843895664,0.8610872994112092,0
INV_01190,36.1,41190.77,26,3541.88,0.162665316983763,0.7136753883327864,0
INV_01191,21.7,23847.17,37,2773.34,0.2166954247093888,0.8359058722529971,0
INV_01192,29.0,35513.52,6,4099.38,0.11821664054189408,0.7658270190883734,0
INV_01193,38.2,53347.26,29,4653.08,0.159028102014479,0.551794169393481,0
INV_01194,19.1,61783.65,10,6882.47,0.10727736654787526,0.798559175511485,0
INV_01195,39.4,68428.13,3,7496.95,0.0901564265528133,0.6656120756269144,0
INV_01196,34.8,131673.19,1,13890.64,0.056520418825273054,0.7149304582806773,0
INV_01197,40.5,28385.59,28,2430.77,0.1818669938236909,0.5243876986221306,0
INV_01198,37.2,34954.75,5,4275.4,0.11650368380882585,0.5540739733185559,0
INV_01199,48.6,60532.73,2,6573.28,0.09324273516513093,0.766239535550025,0
INV_01200,36.3,78545.45,14,8494.73,0.10350897039715587,0.9277480386656949,0
INV_01201,30.7,39058.39,9,5583.63,0.12201695149980568,0.8416298518516526,0
INV_01202,36.2,58028.7,24,6130.64,0.14151441490778477,0.6065374867801198,0
INV_01203,40.4,62626.78,3,5655.72,0.09369362547422837,0.5575872170895254,0
INV_01204,35.5,118182.84,3,10707.83,0.06445344196050222,0.43017889892759437,0
INV_01205,35.4,29663.08,11,4094.24,0.13428435763040947,0.834698921243385,0
INV_01206,28.0,67375.53,15,7094.86,0.11338573069107948,0.44589239266518854,0
INV_01207,28.4,79796.8,35,9649.7,0.14995150093733073,0.8615889124037065,0
INV_01208,21.0,70926.58,18,5063.11,0.11704667989787962,0.8806813597845975,0
INV_01209,52.5,99349.75,47,10845.64,0.163776344828126,0.7874722812588901,0
INV_01210,22.6,32400.92,5,2978.95,0.1184377304139594,0.9481971707732496,0
INV_01211,28.1,22878.17,19,1934.3,0.16123275079776783,0.8394486325998998,0
INV_01212,27.8,96274.47,22,8862.64,0.10684383459346161,0.8527323116011676,0
INV_01213,43.9,44647.3,26,5364.3,0.1592553297112053,0.8404436855657225,0
INV_01214,32.1,51500.01,90,5763.54,0.4026943688440923,0.8906013786705339,0
INV_01215,47.5,54694.62,13,4327.08,0.11865628077766836,0.8012102275662436,0
INV_01216,28.3,56725.95,10,5837.52,0.11086740522509214,0.959922358257234,0
INV_01217,37.8,84098.68,39,9115.98,0.15657540382242355,0.8673105102144661,0
INV_01218,26.6,66224.34,4,6800.44,0.09321395533500818,0.635547108413116,0
INV_01219,56.5,29124.6,1,4020.3,0.1124607109898607,0.6028153875235317,0
INV_01220,23.1,51009.8,12,4810.94,0.1193166244650564,0.5445107086490679,0
INV_01221,38.1,61981.88,6,3943.83,0.09950107423663682,0.3177046451986186,1
INV_01222,41.3,69422.46,11,7128.96,0.10395414966278155,0.9502776889359473,0
INV_01223,39.1,49453.51,86,5125.98,0.3865647111846465,0.9078737143190898,0
INV_01224,33.1,41020.58,9,4413.24,0.12048966894854342,0.7824844409036233,0
INV_01225,33.7,86595.39,25,9766.52,0.1201689496747237,0.7932990191185801,0
INV_01226,35.4,44185.1,6,2466.05,0.11177134966894658,0.7826673997777205,0
INV_01227,33.5,73058.58,8,7067.37,0.09600188517039512,0.7045202004913416,0
INV_01228,44.6,83197.24,6,7397.07,0.08645093048344199,0.5259750594796995,0
INV_01229,57.1,60228.99,17,4814.87,0.12312423648404566,0.845637632754706,0
INV_01230,29.4,38976.35,6,3825.34,0.1156050871796348,0.8313989568932094,0
INV_01231,21.3,66447.09,26,7346.53,0.13907092387429193,0.818712215172708,1
INV_01232,34.1,46921.38,23,4993.08,0.14902772357141536,0.6657624698224945,0
INV_01233,60.8,159498.89,11,15262.37,0.05667617356968942,0.4850464900145007,0
INV_01234,27.0,80681.8,1,7922.71,0.07999040276010175,0.894534708393211,0
INV_01235,51.4,79156.22,1,8845.52,0.08081439162843006,0.9026906379585032,0
INV_01236,51.8,93865.64,16,10069.69,0.09713179259698013,0.8821736596492092,0
INV_01237,29.5,24097.03,37,1856.93,0.216385763461384,0.7395477551650355,0
INV_01238,40.7,51079.49,19,4490.45,0.13527560120885204,0.8613077906844938,0
INV_01239,51.3,91079.64,12,7391.48,0.0918185200346644,0.35016730693673076,0
INV_01240,31.2,41024.8,43,3673.07,0.21639473647146942,0.9107900690034133,0
INV_01241,33.0,27600.11,5,1024.22,0.12214869763630763,0.7443980623441333,1
